Vehicle ID,Frame ID,Total Frames,Global Time (Epoch Time),Local X,Local Y,Global X,Global Y,Vehicle Length,Vehicle Width,Vehicle Class,Vehicle Velocity,Vehicle Acceleration,Lane Identification,Preceding Vehicle,Following Vehicle,Spacing (Space Headway),Headway (Time Headway),label,lateral_displacement,max_lateral_velocity,sustained_movement
96.0,272.0,413.0,1118847006100.0,28.188,197.605,6451239.6,1873217.328,18.0,5.9,2.0,29.99,0.0,3.0,83.0,114.0,54.52,1.82,2.0,2.679000000000002,2.3059999999999974,True
181.0,712.0,536.0,1118847050100.0,8.564,1185.994,6451988.593,1872569.108,13.5,5.4,2.0,16.42,-1.14,1.0,176.0,194.0,31.23,1.9,0.0,1.803,2.4899999999999998,True
82.0,273.0,497.0,1118847006200.0,53.548,377.478,6451352.431,1873071.909,18.0,6.9,2.0,27.8,3.1,5.0,75.0,90.0,48.87,1.76,1.0,0.43599999999999994,2.3900000000000006,True
74.0,183.0,336.0,1118846997200.0,50.621,193.133,6451220.3,1873205.049,17.0,7.9,2.0,34.99,0.0,5.0,60.0,75.0,41.75,1.19,1.0,0.7740000000000009,0.9569999999999936,True
152.0,674.0,511.0,1118847046300.0,7.071,1262.426,6452047.065,1872519.859,16.5,6.4,2.0,15.0,0.0,1.0,147.0,163.0,55.91,3.73,1.0,0.06899999999999995,0.10600000000000005,False
180.0,684.0,462.0,1118847047300.0,18.921,1141.682,6451948.443,1872590.439,17.5,5.9,2.0,30.0,0.0,2.0,175.0,184.0,41.56,1.39,1.0,0.021000000000000796,0.04800000000000182,False
96.0,256.0,413.0,1118847004500.0,29.757,151.816,6451206.676,1873249.787,18.0,5.9,2.0,28.02,-0.2,3.0,83.0,114.0,41.93,1.5,1.0,1.2530000000000001,3.1990000000000016,True
96.0,248.0,413.0,1118847003700.0,30.413,128.463,6451190.294,1873266.435,18.0,5.9,2.0,30.01,0.13,3.0,83.0,0.0,41.43,1.38,0.0,2.5410000000000004,3.1990000000000016,True
96.0,278.0,413.0,1118847006700.0,28.662,215.601,6451251.698,1873204.0,18.0,5.9,2.0,29.97,-0.26,3.0,83.0,114.0,61.29,2.04,2.0,3.242000000000001,2.3059999999999974,True
151.0,390.0,457.0,1118847017900.0,16.762,173.478,6451231.174,1873242.659,18.5,7.4,2.0,34.57,3.8,2.0,146.0,159.0,79.99,2.31,2.0,2.3389999999999986,2.158999999999999,True
53.0,140.0,304.0,1118846992900.0,54.077,133.686,6451176.526,1873246.491,16.0,5.9,2.0,34.88,-1.06,5.0,48.0,60.0,77.34,2.22,1.0,1.1460000000000008,2.1030000000000015,True
181.0,797.0,536.0,1118847058600.0,5.974,1314.465,6452086.96,1872486.389,13.5,5.4,2.0,27.45,-0.03,1.0,176.0,194.0,85.91,3.13,1.0,1.0709999999999997,1.1480000000000001,True
33.0,228.0,383.0,1118847001700.0,63.574,652.312,6451550.585,1872879.158,19.0,6.9,2.0,34.94,-2.68,6.0,18.0,0.0,107.0,3.06,0.0,4.619999999999997,3.2489999999999952,True
125.0,312.0,443.0,1118847010100.0,26.447,122.024,6451188.812,1873273.851,16.0,5.9,2.0,35.0,0.0,3.0,117.0,142.0,50.13,1.43,1.0,1.1739999999999995,0.8589999999999982,False
181.0,710.0,536.0,1118847049900.0,8.562,1182.686,6451986.108,1872571.288,13.5,5.4,2.0,16.51,0.09,1.0,176.0,194.0,31.53,1.91,0.0,1.9209999999999994,2.4899999999999998,True
91.0,232.0,451.0,1118847002100.0,46.386,157.883,6451198.631,1873234.021,14.5,4.9,2.0,32.02,-0.5,5.0,82.0,90.0,99.67,3.11,0.0,2.588000000000001,2.6199999999999974,True
121.0,554.0,502.0,1118847034300.0,8.632,1206.884,6452004.262,1872555.289,16.0,7.4,2.0,33.52,0.13,1.0,104.0,134.0,73.54,2.19,0.0,2.045,2.1300000000000012,True
96.0,249.0,413.0,1118847003800.0,30.449,131.465,6451192.311,1873264.213,18.0,5.9,2.0,30.01,0.0,3.0,83.0,0.0,41.4,1.38,0.0,2.497,3.1990000000000016,True
33.0,228.0,383.0,1118847001700.0,63.574,652.312,6451550.585,1872879.158,19.0,6.9,2.0,34.94,-2.68,6.0,18.0,0.0,107.0,3.06,0.0,4.619999999999997,3.2489999999999952,True
35.0,102.0,280.0,1118846989100.0,52.656,118.727,6451167.35,1873258.442,12.0,5.0,2.0,34.09,3.71,5.0,31.0,48.0,54.39,1.6,1.0,0.03800000000000381,2.003999999999998,False
95.0,272.0,488.0,1118847006100.0,5.241,207.641,6451263.125,1873225.934,17.0,7.4,2.0,33.77,-2.95,1.0,77.0,104.0,93.84,2.78,2.0,3.1590000000000007,2.3940000000000006,True
119.0,327.0,455.0,1118847011600.0,42.11,322.355,6451319.402,1873118.849,15.5,6.9,2.0,34.97,0.21,4.0,99.0,124.0,92.93,2.66,1.0,0.021999999999998465,1.5010000000000048,False
67.0,208.0,409.0,1118846999700.0,27.912,148.023,6451205.449,1873253.815,9.0,5.5,2.0,29.98,0.26,3.0,64.0,76.0,37.36,1.25,1.0,0.7010000000000005,1.218,False
114.0,309.0,421.0,1118847009800.0,29.074,231.228,6451262.436,1873192.183,18.5,5.9,2.0,32.51,-2.62,3.0,96.0,117.0,99.54,3.06,1.0,1.4480000000000004,1.4969999999999999,True
167.0,407.0,465.0,1118847019600.0,42.505,140.102,6451189.372,1873249.673,30.5,8.5,3.0,29.18,3.31,4.0,158.0,179.0,83.29,2.85,0.0,1.909000000000006,2.567,True
76.0,243.0,403.0,1118847003200.0,27.626,217.177,6451253.536,1873203.578,10.5,6.0,2.0,34.97,-0.26,3.0,67.0,83.0,49.92,1.43,2.0,2.224999999999998,2.689,True
53.0,143.0,304.0,1118846993200.0,54.05,144.089,6451183.631,1873238.893,16.0,5.9,2.0,34.52,-0.68,5.0,48.0,60.0,77.74,2.25,1.0,1.1430000000000007,2.1030000000000015,True
181.0,480.0,536.0,1118847026900.0,5.098,232.838,6451280.691,1873207.786,13.5,5.4,2.0,31.92,0.13,1.0,176.0,194.0,42.96,1.35,1.0,0.3250000000000002,1.2360000000000007,False
150.0,428.0,474.0,1118847021700.0,29.966,393.147,6451379.948,1873078.619,58.0,8.5,3.0,34.99,0.0,3.0,142.0,161.0,62.95,1.8,1.0,0.847999999999999,1.100000000000005,True
121.0,547.0,502.0,1118847033600.0,8.01,1183.482,6451987.07,1872571.18,16.0,7.4,2.0,33.12,1.15,1.0,104.0,134.0,75.92,2.29,1.0,0.05900000000000105,1.7280000000000009,True
77.0,436.0,494.0,1118847022500.0,9.321,1075.697,6451904.995,1872641.02,18.0,5.9,2.0,35.0,0.0,1.0,69.0,95.0,52.06,1.49,1.0,0.10200000000000031,0.15799999999999947,False
114.0,280.0,421.0,1118847006900.0,26.909,130.503,6451194.249,1873267.328,18.5,5.9,2.0,35.0,0.0,3.0,96.0,117.0,91.08,2.6,1.0,1.3170000000000002,0.9220000000000041,False
14.0,273.0,515.0,1118847006200.0,51.626,955.933,6451786.916,1872687.72,24.0,8.5,3.0,35.0,0.0,5.0,6.0,31.0,103.66,2.96,1.0,0.37400000000000233,0.3410000000000011,False
60.0,235.0,482.0,1118847002400.0,54.002,426.105,6451387.88,1873038.622,11.0,5.5,2.0,34.91,-1.81,5.0,53.0,74.0,47.96,1.37,0.0,2.0180000000000007,2.806999999999995,True
95.0,248.0,488.0,1118847003700.0,6.67,125.344,6451205.553,1873284.891,17.0,7.4,2.0,35.0,0.0,1.0,77.0,104.0,96.3,2.75,0.0,1.8049999999999997,2.569999999999999,True
137.0,596.0,489.0,1118847038500.0,7.673,1183.721,6451987.473,1872571.274,16.5,5.4,2.0,35.0,0.0,1.0,134.0,147.0,83.22,2.38,1.0,0.5860000000000003,1.2750000000000006,False
96.0,267.0,413.0,1118847005600.0,27.793,182.595,6451229.518,1873228.434,18.0,5.9,2.0,29.96,1.25,3.0,83.0,114.0,49.07,1.64,2.0,1.931000000000001,2.016000000000002,True
147.0,623.0,493.0,1118847041200.0,8.163,1191.239,6451992.792,1872565.963,17.0,6.4,2.0,34.92,-1.69,1.0,137.0,152.0,77.71,2.23,1.0,1.021,2.9520000000000004,False
170.0,505.0,476.0,1118847029400.0,28.748,460.727,6451430.468,1873033.716,32.5,8.5,3.0,34.99,0.0,3.0,161.0,182.0,61.99,1.77,2.0,3.2439999999999998,3.0869999999999997,True
33.0,304.0,383.0,1118847009300.0,53.652,927.912,6451764.437,1872704.575,19.0,6.9,2.0,34.98,-0.26,5.0,31.0,42.0,49.0,1.4,1.0,0.055999999999997385,0.6229999999999976,False
170.0,441.0,476.0,1118847023000.0,27.712,243.232,6451272.515,1873184.189,32.5,8.5,3.0,29.95,-0.23,3.0,161.0,182.0,70.57,2.36,2.0,2.562999999999999,1.968,True
167.0,407.0,465.0,1118847019600.0,42.505,140.102,6451189.372,1873249.673,30.5,8.5,3.0,29.18,3.31,4.0,158.0,179.0,83.29,2.85,0.0,1.909000000000006,2.567,True
72.0,229.0,479.0,1118847001800.0,5.021,227.187,6451276.782,1873211.982,17.0,4.9,2.0,29.88,-1.8,1.0,59.0,77.0,42.75,1.43,2.0,2.5010000000000003,1.9590000000000003,True
179.0,450.0,463.0,1118847023900.0,38.538,182.356,6451221.579,1873221.19,18.0,6.4,2.0,29.99,0.0,4.0,167.0,191.0,89.53,2.99,1.0,0.9870000000000019,0.8599999999999994,True
91.0,242.0,451.0,1118847003100.0,45.637,186.929,6451219.599,1873212.991,14.5,4.9,2.0,28.95,3.51,5.0,82.0,90.0,101.38,3.5,0.0,2.8400000000000034,2.6199999999999974,True
91.0,240.0,451.0,1118847002900.0,45.533,181.202,6451215.747,1873217.166,14.5,4.9,2.0,29.07,-3.25,5.0,82.0,90.0,100.62,3.46,0.0,2.3320000000000007,2.6199999999999974,True
147.0,398.0,493.0,1118847018700.0,6.197,205.705,6451261.099,1873226.669,17.0,6.4,2.0,30.05,1.48,1.0,137.0,152.0,80.64,2.68,1.0,0.07800000000000029,0.8709999999999996,True
31.0,104.0,465.0,1118846989300.0,50.979,179.879,6451210.884,1873214.371,15.5,6.9,2.0,33.67,-1.04,5.0,18.0,35.0,57.33,1.7,1.0,1.3350000000000009,1.043999999999997,True
91.0,240.0,451.0,1118847002900.0,45.533,181.202,6451215.747,1873217.166,14.5,4.9,2.0,29.07,-3.25,5.0,82.0,90.0,100.62,3.46,0.0,2.3320000000000007,2.6199999999999974,True
26.0,82.0,438.0,1118846987100.0,13.915,122.287,6451198.167,1873282.193,11.5,7.0,2.0,30.0,0.0,2.0,22.0,32.0,50.52,1.68,1.0,1.123000000000001,0.9210000000000012,False
56.0,481.0,485.0,1118847027000.0,6.37,1461.94,6452197.79,1872389.156,14.5,6.4,2.0,34.98,-0.25,1.0,54.0,59.0,91.51,2.62,1.0,0.16999999999999993,0.17700000000000154,False
96.0,250.0,413.0,1118847003900.0,30.48,134.473,6451194.334,1873261.994,18.0,5.9,2.0,29.95,-1.06,3.0,83.0,0.0,41.33,1.38,0.0,2.4499999999999993,3.1990000000000016,True
161.0,470.0,492.0,1118847025900.0,31.414,404.549,6451387.361,1873069.818,16.0,5.4,2.0,30.0,0.64,3.0,150.0,170.0,149.66,4.99,1.0,0.4299999999999997,0.7620000000000005,False
12.0,98.0,443.0,1118846988700.0,3.914,216.943,6451270.497,1873220.151,14.5,5.9,2.0,33.63,2.45,1.0,10.0,23.0,42.58,1.27,2.0,2.0500000000000003,2.2989999999999995,True
114.0,290.0,421.0,1118847007900.0,27.335,165.384,6451217.774,1873241.413,18.5,5.9,2.0,33.96,-3.05,3.0,96.0,117.0,87.51,2.58,2.0,1.814,0.9510000000000005,True
64.0,193.0,414.0,1118846998200.0,28.328,133.583,6451195.31,1873264.103,16.0,7.4,2.0,29.97,0.04,3.0,57.0,67.0,51.54,1.72,0.0,2.215,2.8900000000000006,True
181.0,484.0,536.0,1118847027300.0,5.114,245.759,6451290.021,1873198.698,13.5,5.4,2.0,32.4,-2.89,1.0,176.0,194.0,44.29,1.37,1.0,0.30400000000000027,1.2360000000000007,True
120.0,304.0,456.0,1118847009300.0,16.526,134.252,6451204.405,1873271.655,17.0,7.9,2.0,35.0,0.0,2.0,116.0,127.0,66.54,1.9,1.0,1.3969999999999985,1.0330000000000013,False
42.0,298.0,389.0,1118847008700.0,51.046,862.726,6451716.9,1872749.708,18.0,6.4,2.0,29.98,-0.29,5.0,33.0,48.0,44.41,1.48,1.0,0.8659999999999997,1.6569999999999965,True
32.0,98.0,438.0,1118846988700.0,15.004,129.141,6451202.051,1873276.419,16.5,5.9,2.0,30.08,1.87,2.0,26.0,0.0,45.92,1.53,1.0,1.2599999999999998,0.9200000000000017,False
147.0,374.0,493.0,1118847016300.0,4.779,133.811,6451212.705,1873279.979,17.0,6.4,2.0,30.0,0.0,1.0,137.0,152.0,61.99,2.07,1.0,1.1029999999999998,0.7909999999999995,False
5.0,41.0,452.0,1118846983000.0,40.425,164.789,6451207.82,1873232.895,17.0,7.9,2.0,33.58,-3.27,4.0,0.0,8.0,0.0,0.0,0.0,2.1799999999999997,3.0870000000000033,True
134.0,604.0,479.0,1118847039300.0,4.816,1290.942,6452069.986,1872502.773,15.0,6.9,2.0,29.93,-1.58,1.0,121.0,137.0,69.52,2.32,1.0,0.13700000000000045,0.13199999999999915,False
105.0,283.0,460.0,1118847007200.0,18.232,185.962,6451238.742,1873232.625,16.0,7.4,2.0,34.97,-0.24,2.0,94.0,116.0,54.92,1.57,1.0,0.7950000000000017,2.334000000000003,True
76.0,223.0,403.0,1118847001200.0,28.64,150.586,6451206.656,1873251.449,10.5,6.0,2.0,33.14,-1.68,3.0,67.0,83.0,42.98,1.3,1.0,1.0139999999999993,2.6389999999999993,True
35.0,125.0,280.0,1118846991400.0,51.897,189.598,6451216.939,1873206.716,12.0,5.0,2.0,32.05,0.2,5.0,31.0,48.0,64.4,2.01,1.0,1.0889999999999986,2.6680000000000064,True
48.0,203.0,507.0,1118846999200.0,51.982,441.673,6451400.69,1873029.563,15.5,5.9,2.0,34.37,3.47,5.0,35.0,53.0,40.12,1.17,1.0,1.2439999999999998,2.235999999999997,True
105.0,320.0,460.0,1118847010900.0,19.858,318.322,6451331.961,1873137.658,16.0,7.4,2.0,35.0,-0.59,2.0,94.0,116.0,56.55,1.62,1.0,0.8230000000000004,0.9280000000000008,False
134.0,619.0,479.0,1118847040800.0,4.903,1334.909,6452103.083,1872473.78,15.0,6.9,2.0,30.0,0.0,1.0,121.0,137.0,70.83,2.36,1.0,0.2110000000000003,0.19599999999999831,False
91.0,231.0,451.0,1118847002000.0,46.547,154.671,6451196.332,1873236.256,14.5,4.9,2.0,32.05,0.23,5.0,82.0,90.0,99.89,3.12,0.0,2.513999999999996,2.6199999999999974,True
91.0,231.0,451.0,1118847002000.0,46.547,154.671,6451196.332,1873236.256,14.5,4.9,2.0,32.05,0.23,5.0,82.0,90.0,99.89,3.12,0.0,2.513999999999996,2.6199999999999974,True
33.0,229.0,383.0,1118847001800.0,63.548,655.797,6451553.255,1872876.849,19.0,6.9,2.0,34.6,-3.87,6.0,18.0,0.0,108.21,3.13,0.0,4.991,3.4010000000000034,True
134.0,348.0,479.0,1118847013700.0,5.186,172.614,6451238.948,1873251.278,15.0,6.9,2.0,28.63,-1.53,1.0,132.0,137.0,57.99,2.03,0.0,2.639,3.5370000000000013,True
54.0,180.0,440.0,1118846996900.0,4.219,168.835,6451237.013,1873254.699,17.0,7.4,2.0,34.83,0.43,1.0,44.0,59.0,55.88,1.6,1.0,1.0249999999999995,0.9330000000000007,True
147.0,661.0,493.0,1118847045000.0,8.206,1288.991,6452066.295,1872501.499,17.0,6.4,2.0,22.01,-0.25,1.0,137.0,152.0,62.39,2.83,1.0,0.08900000000000041,0.5989999999999996,False
5.0,54.0,452.0,1118846984300.0,37.614,210.588,6451241.769,1873201.428,17.0,7.9,2.0,34.33,0.4,4.0,0.0,8.0,0.0,0.0,2.0,3.355000000000004,2.636000000000003,True
124.0,380.0,444.0,1118847016900.0,40.063,458.386,6451421.078,1873026.983,17.0,5.4,2.0,34.99,0.0,4.0,119.0,135.0,46.53,1.33,1.0,1.2530000000000001,0.8150000000000048,True
72.0,234.0,479.0,1118847002300.0,5.742,241.94,6451286.864,1873200.876,17.0,4.9,2.0,29.83,1.75,1.0,59.0,77.0,29.6,0.99,1.0,1.3680000000000003,1.9590000000000003,True
59.0,187.0,475.0,1118846997600.0,4.702,129.251,6451209.656,1873283.37,18.0,5.4,2.0,35.0,0.0,1.0,54.0,72.0,64.06,1.83,1.0,0.6909999999999998,0.7439999999999998,False
75.0,283.0,484.0,1118847007200.0,52.952,458.127,6451412.153,1873017.68,13.5,4.9,2.0,31.78,0.02,5.0,74.0,82.0,68.23,2.15,1.0,0.6140000000000043,1.2849999999999966,True
95.0,279.0,488.0,1118847006800.0,5.876,231.725,6451279.358,1873208.053,17.0,7.4,2.0,34.35,-1.99,1.0,77.0,104.0,94.82,2.76,2.0,1.9829999999999997,2.3940000000000006,True
124.0,381.0,444.0,1118847017000.0,40.139,461.887,6451423.6,1873024.556,17.0,5.4,2.0,34.98,-0.25,4.0,119.0,135.0,46.31,1.32,1.0,1.1340000000000003,0.8150000000000048,True
95.0,479.0,488.0,1118847026800.0,8.644,1123.696,6451941.632,1872610.002,17.0,7.4,2.0,35.0,0.0,1.0,77.0,104.0,87.89,2.51,1.0,0.016000000000000014,0.055000000000000784,False
71.0,173.0,489.0,1118846996200.0,15.908,128.696,6451201.073,1873276.143,18.0,6.9,2.0,35.0,0.0,2.0,56.0,69.0,60.23,1.72,1.0,1.317000000000002,0.9920000000000009,False
82.0,274.0,497.0,1118847006300.0,53.608,380.273,6451354.451,1873069.966,18.0,6.9,2.0,28.06,2.85,5.0,75.0,90.0,49.24,1.75,1.0,0.7309999999999945,2.3900000000000006,True
121.0,554.0,502.0,1118847034300.0,8.632,1206.884,6452004.262,1872555.289,16.0,7.4,2.0,33.52,0.13,1.0,104.0,134.0,73.54,2.19,0.0,2.045,2.1300000000000012,True
95.0,264.0,488.0,1118847005300.0,4.585,180.928,6451245.136,1873245.682,17.0,7.4,2.0,31.45,-2.85,1.0,77.0,104.0,91.01,2.89,2.0,2.3550000000000004,2.2460000000000013,True
75.0,307.0,484.0,1118847009600.0,54.076,538.746,6451471.757,1872962.156,13.5,4.9,2.0,34.05,-3.9,5.0,74.0,82.0,72.97,2.14,1.0,0.7439999999999998,1.2860000000000014,True
122.0,386.0,458.0,1118847017500.0,50.566,476.175,6451427.02,1873007.224,11.0,5.0,2.0,34.85,0.94,5.0,109.0,131.0,77.76,2.23,2.0,2.2549999999999955,1.274000000000008,True
96.0,277.0,413.0,1118847006600.0,28.582,212.6,6451249.682,1873206.222,18.0,5.9,2.0,29.99,0.0,3.0,83.0,114.0,60.27,2.01,2.0,3.2729999999999997,2.3059999999999974,True
105.0,277.0,460.0,1118847006600.0,17.712,165.143,6451224.627,1873248.174,16.0,7.4,2.0,34.32,-1.99,2.0,94.0,116.0,56.57,1.65,1.0,0.19399999999999906,1.0050000000000026,True
67.0,217.0,409.0,1118847000600.0,28.345,174.598,6451223.597,1873233.824,9.0,5.5,2.0,29.74,3.26,3.0,64.0,76.0,41.16,1.38,1.0,0.7159999999999975,1.767000000000003,True
104.0,501.0,500.0,1118847029000.0,8.125,1111.197,6451932.548,1872618.603,17.5,7.4,2.0,35.0,0.0,1.0,95.0,115.0,89.49,2.56,1.0,0.11700000000000088,0.06500000000000057,False
51.0,258.0,427.0,1118847004700.0,42.338,607.538,6451530.833,1872925.071,17.0,6.4,2.0,34.98,-0.35,4.0,40.0,55.0,78.75,2.25,1.0,0.7719999999999985,0.6570000000000036,True
180.0,443.0,462.0,1118847023200.0,16.345,120.637,6451195.264,1873281.747,17.5,5.9,2.0,35.0,0.0,2.0,175.0,184.0,52.71,1.51,1.0,1.2230000000000025,1.0169999999999995,False
159.0,407.0,464.0,1118847019600.0,17.475,179.469,6451234.8,1873237.838,17.5,7.4,2.0,34.99,0.0,2.0,151.0,164.0,53.31,1.52,2.0,2.102999999999998,1.3949999999999996,True
91.0,248.0,451.0,1118847003700.0,44.823,205.77,6451233.229,1873199.925,14.5,4.9,2.0,33.07,0.34,5.0,82.0,90.0,101.83,3.08,0.0,3.0930000000000035,2.6199999999999974,True
150.0,436.0,474.0,1118847022500.0,30.565,421.141,6451400.127,1873059.208,58.0,8.5,3.0,34.99,0.0,3.0,142.0,161.0,63.0,1.8,1.0,0.9150000000000027,1.7929999999999993,True
167.0,432.0,465.0,1118847022100.0,39.688,218.585,6451245.777,1873194.24,30.5,8.5,3.0,34.36,-3.9,4.0,158.0,179.0,81.16,2.36,2.0,2.4299999999999997,1.9809999999999945,True
42.0,354.0,389.0,1118847014300.0,52.052,1063.333,6451867.588,1872616.935,18.0,6.4,2.0,31.69,-3.71,5.0,33.0,48.0,42.79,1.35,1.0,0.05700000000000216,0.15800000000000125,False
170.0,452.0,476.0,1118847024100.0,29.867,276.157,6451294.696,1873159.755,32.5,8.5,3.0,29.93,0.14,3.0,161.0,182.0,74.63,2.49,1.0,0.4510000000000005,2.3279999999999994,True
176.0,744.0,521.0,1118847053300.0,5.57,1263.922,6452049.182,1872519.999,16.5,6.4,2.0,15.0,0.2,1.0,163.0,181.0,101.46,6.76,1.0,0.06899999999999995,0.10900000000000035,False
158.0,406.0,450.0,1118847019500.0,38.652,220.483,6451247.866,1873193.556,16.0,7.4,2.0,29.22,-3.44,4.0,145.0,167.0,85.28,2.92,2.0,2.5889999999999986,1.966000000000001,True
117.0,323.0,436.0,1118847011200.0,27.773,210.278,6451248.662,1873208.458,10.0,5.5,2.0,33.97,2.35,3.0,114.0,125.0,75.2,2.21,2.0,2.100999999999999,2.2419999999999973,True
158.0,403.0,450.0,1118847019200.0,39.023,211.609,6451241.454,1873199.719,16.0,7.4,2.0,29.55,0.17,4.0,145.0,167.0,83.25,2.82,2.0,1.8789999999999978,1.966000000000001,True
136.0,345.0,449.0,1118847013400.0,18.175,169.358,6451227.266,1873244.699,14.0,6.9,2.0,31.13,-3.21,2.0,127.0,146.0,53.11,1.71,0.0,2.154,2.651,True
91.0,240.0,451.0,1118847002900.0,45.533,181.202,6451215.747,1873217.166,14.5,4.9,2.0,29.07,-3.25,5.0,82.0,90.0,100.62,3.46,0.0,2.3320000000000007,2.6199999999999974,True
2.0,39.0,437.0,1118846982800.0,16.691,134.595,6451204.519,1873271.29,14.5,4.9,2.0,34.98,-0.02,2.0,0.0,13.0,0.0,0.0,0.0,1.9399999999999995,2.759000000000002,True
146.0,369.0,461.0,1118847015800.0,17.593,176.416,6451232.614,1873239.952,18.5,6.9,2.0,34.86,2.13,2.0,136.0,151.0,72.95,2.09,1.0,1.1060000000000016,2.493999999999996,True
180.0,677.0,462.0,1118847046600.0,18.888,1120.19,6451932.253,1872604.586,17.5,5.9,2.0,32.43,-1.57,2.0,175.0,184.0,39.52,1.22,1.0,0.04099999999999682,0.06099999999999639,False
91.0,231.0,451.0,1118847002000.0,46.547,154.671,6451196.332,1873236.256,14.5,4.9,2.0,32.05,0.23,5.0,82.0,90.0,99.89,3.12,0.0,2.513999999999996,2.6199999999999974,True
35.0,114.0,280.0,1118846990300.0,53.131,156.676,6451192.875,1873230.305,12.0,5.0,2.0,30.01,0.37,5.0,31.0,48.0,57.86,1.93,0.0,1.9070000000000036,2.669000000000004,True
