Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceding,Following,Space_Headway,Time_Headway,lane_change
1,305,421,1120000000000,55.451,515.233,6451426.873,1873000.716,15,6.4,2,31.51,7.3,5,0,5,0,0,1
1,313,421,1120000000000,55.198,540.233,6451446.176,1872983.529,15,6.4,2,32.27,0,5,0,5,0,0,1
1,314,569,1120000000000,51.66,202.539,6451197.73,1873227.246,47,8.5,3,21.94,-6.36,5,0,6,0,0,1
1,320,569,1120000000000,51.734,215.167,6451206.885,1873217.458,47,8.5,3,22.33,-0.02,5,0,6,0,0,1
1,325,421,1120000000000,55.104,578.694,6451474.904,1872957.963,15,6.4,2,30.98,-1.59,5,0,5,0,0,1
1,327,569,1120000000000,51.912,230.8,6451217.565,1873206.04,47,8.5,3,22.33,0,5,0,6,0,0,1
1,335,421,1120000000000,54.641,609.249,6451497.978,1872937.949,15,6.4,2,30.31,3.87,5,0,5,0,0,1
1,341,569,1120000000000,51.909,264.734,6451241.029,1873181.526,47,8.5,3,25.67,0,5,0,6,0,0,1
1,347,569,1120000000000,51.994,278.207,6451251.76,1873170.48,47,8.5,3,23.32,11.2,5,0,6,0,0,1
1,352,569,1120000000000,52.397,290.939,6451260.703,1873161.276,47,8.5,3,25.7,0.16,5,0,6,0,0,1
1,362,421,1120000000000,53.41,692.324,6451561.249,1872883.321,15,6.4,2,31.28,2.69,5,0,5,0,0,1
1,365,569,1120000000000,53.15,323.639,6451283.695,1873138.007,47,8.5,3,25.84,0,5,0,6,0,0,1
1,367,569,1120000000000,53.294,328.807,6451287.311,1873134.311,47,8.5,3,25.84,0,5,0,6,0,0,1
1,403,569,1120000000000,53.747,420.022,6451353.978,1873070.212,47,8.5,3,25.76,0,5,0,6,0,0,1
1,417,569,1120000000000,53.644,456.083,6451380.565,1873045.85,47,8.5,3,25.76,0,5,0,6,0,0,1
1,423,421,1120000000000,52.343,882.017,6451704.424,1872758.955,15,6.4,2,29.98,-0.27,5,0,5,0,0,1
1,425,569,1120000000000,53.585,476.688,6451395.758,1873031.929,47,8.5,3,25.76,0,5,0,6,0,0,1
1,431,421,1120000000000,51.937,907.392,6451723.738,1872742.506,15,6.4,2,34.19,0.13,5,0,5,0,0,1
1,435,421,1120000000000,52.746,921.027,6451733.424,1872732.908,15,6.4,2,34.4,3.6,5,0,5,0,0,1
1,435,569,1120000000000,53.352,503.08,6451415.307,1873014.23,47,8.5,3,29.92,11.2,5,0,6,0,0,1
1,438,421,1120000000000,52.718,931.476,6451741.326,1872725.994,15,6.4,2,35.08,1.66,5,0,5,0,0,1
1,457,421,1120000000000,54.701,1001.549,6451793.079,1872678.288,15,6.4,2,39.57,0.78,5,0,5,0,0,1
1,469,421,1120000000000,60.959,1049.076,6451824.778,1872642.416,15,6.4,2,39.33,-1.48,6,0,4,0,0,2
1,470,569,1120000000000,53.046,613.612,6451498.202,1872939.888,47,8.5,3,34.12,0,5,0,6,0,0,0
1,475,421,1120000000000,62.846,1072.05,6451840.872,1872625.893,15,6.4,2,38.07,3.19,6,0,8,0,0,2
1,480,421,1120000000000,63.311,1091.714,6451855.39,1872612.63,15,6.4,2,41.06,5.43,6,0,8,0,0,1
1,483,421,1120000000000,63.948,1104.196,6451864.384,1872603.949,15,6.4,2,41.5,-0.57,6,0,8,0,0,1
1,491,421,1120000000000,65.452,1139.019,6451889.672,1872579.926,15,6.4,2,46.87,2.45,6,0,8,0,0,1
1,492,569,1120000000000,52.432,687.746,6451554.319,1872890.707,47,8.5,3,34.12,0,5,0,6,0,0,0
1,497,421,1120000000000,66.405,1167.241,6451910.318,1872560.677,15,6.4,2,46.39,-5.43,6,0,8,0,0,2
1,498,569,1120000000000,52.748,708.218,6451569.494,1872876.963,47,8.5,3,34.12,0,5,0,6,0,0,0
1,500,569,1120000000000,52.853,715.042,6451574.553,1872872.382,47,8.5,3,34.12,0,5,0,6,0,0,1
1,512,569,1120000000000,53.218,752.756,6451602.656,1872847.224,47,8.5,3,27.65,0.31,5,0,6,0,0,1
1,513,421,1120000000000,66.643,1239.568,6451964.464,1872513.03,15,6.4,2,45,0,6,0,8,0,0,2
1,521,421,1120000000000,67.142,1277.362,6451992.468,1872487.829,15,6.4,2,53.78,11.2,6,0,8,0,0,1
1,522,421,1120000000000,67.56,1282.812,6451996.364,1872483.86,15,6.4,2,55.08,8.42,6,0,8,0,0,1
1,525,569,1120000000000,53.208,788.726,6451629.691,1872823.502,47,8.5,3,27.67,0,5,0,6,0,0,0
1,527,421,1120000000000,69.099,1309.54,6452015.508,1872465.039,15,6.4,2,49.64,-10.17,6,0,8,0,0,2
1,534,421,1120000000000,69.023,1343.072,6452040.853,1872442.932,15,6.4,2,48.1,11.02,6,0,8,0,0,1
1,547,421,1120000000000,70.425,1409.524,6452090.132,1872398.195,15,6.4,2,54.02,-0.41,8,0,0,0,0,2
1,551,421,1120000000000,71.482,1431.114,6452105.73,1872383.221,15,6.4,2,53.98,0.09,8,0,0,0,0,1
1,554,421,1120000000000,72.786,1447.312,6452117.093,1872371.606,15,6.4,2,54.7,6.28,8,0,8,0,0,1
1,558,569,1120000000000,51.754,873.473,6451694.27,1872768.672,47,8.5,3,24.28,-1.69,5,0,6,0,0,0
1,568,569,1120000000000,50.979,897.867,6451713.092,1872753.147,47,8.5,3,24.52,0,5,0,6,0,0,1
1,578,569,1120000000000,50.435,922.477,6451731.917,1872737.312,47,8.5,3,26.24,11.2,5,0,16,0,0,1
1,585,569,1120000000000,51.225,942.562,6451746.451,1872723.474,47,8.5,3,29.3,0.42,5,0,16,0,0,1
1,589,569,1120000000000,51.231,954.208,6451755.478,1872715.571,47,8.5,3,29.46,4.87,5,0,16,0,0,1
1,600,569,1120000000000,51.513,988.181,6451780.93,1872693.073,47,8.5,3,34.46,6.28,5,0,16,0,0,1
1,616,569,1120000000000,51.989,1046.386,6451824.512,1872654.544,47,8.5,3,39.93,1.53,5,0,16,0,0,1
1,624,569,1120000000000,52.038,1078.401,6451848.608,1872633.488,47,8.5,3,40,0,5,0,16,0,0,1
1,650,569,1120000000000,52.201,1184.401,6451928.427,1872563.739,47,8.5,3,40,0,5,0,16,0,0,1
1,670,569,1120000000000,52.145,1264.517,6451988.668,1872511.098,47,8.5,3,40.27,4.56,5,0,16,0,0,1
1,681,569,1120000000000,53.591,1314.735,6452025.452,1872476.944,47,8.5,3,45.3,-4.25,5,0,16,0,0,1
1,684,569,1120000000000,53.574,1328.205,6452035.601,1872468.074,47,8.5,3,44.99,0.18,5,0,16,0,0,1
1,688,569,1120000000000,53.572,1346.15,6452049.141,1872456.213,47,8.5,3,44.5,-1.45,5,0,16,0,0,1
1,699,569,1120000000000,53.734,1397.002,6452087.481,1872422.627,47,8.5,3,49.62,4.31,5,0,16,0,0,1
1,701,569,1120000000000,53.767,1407.017,6452095.025,1872416.019,47,8.5,3,50.03,-0.05,5,0,16,0,0,1
1,715,569,1120000000000,53.927,1477.322,6452147.68,1872369.894,47,8.5,3,50.15,-2.49,5,0,16,0,0,1
1,723,569,1120000000000,53.848,1517.279,6452177.746,1872343.556,47,8.5,3,50.53,6.26,5,0,16,0,0,1
1,742,569,1120000000000,53.558,1621.508,6452256.665,1872274.858,47,8.5,3,55.82,-10.03,5,0,16,0,0,1
1,754,569,1120000000000,53.473,1687.56,6452306.424,1872231.839,47,8.5,3,57.33,6.82,5,0,16,0,0,1
1,764,569,1120000000000,53.643,1739.232,6452344.405,1872197.698,47,8.5,3,48,-0.16,5,0,16,0,0,1
1,811,569,1120000000000,58.259,2007.474,6452545.578,1872017.845,47,8.5,3,57.99,-11.2,5,0,16,0,0,1
1,830,569,1120000000000,56.949,2119.228,6452634.354,1871947.189,47,8.5,3,59.62,4.72,5,0,16,0,0,1
2,5,1707,1163030800,45.924,221.698,2230575.802,1375745.728,14,7,2,0,0,3,0,0,0,0,1
2,6,33,1163019200,34.762,2015.005,2230830.037,1377496.489,15.8,7.2,2,0,0,0,0,0,0,0,0
2,7,1707,1163031000,41.703,220.259,2230571.425,1375745.053,14,7,2,20.91,-12.27,3,0,0,0,0,2
2,7,965,1120000000000,36.647,74.162,6451972.455,1872860.067,15.7,6.4,2,21.25,5.26,0,0,0,0,0,0
2,10,33,1163019600,24.651,2018.984,2230819.343,1377498.774,15.8,7.2,2,23.87,-4.9,0,0,0,0,0,1
2,11,1707,1163031400,33.709,219.176,2230563.286,1375745.382,14,7,2,19.42,-7.34,0,0,0,0,0,1
2,12,33,1163019800,20.398,2020.864,2230814.958,1377500.11,15.8,7.2,2,22.24,2.1,0,0,0,0,0,1
2,12,965,1120000000000,35.358,84.891,6451975.35,1872870.471,15.7,6.4,2,22.78,7.19,3,0,0,0,0,2
2,15,437,1120000000000,16.426,43.381,6451143.018,1873339.038,14.5,4.9,2,40,0,2,0,0,0,0,0
2,15,33,1163020100,14.529,2023.865,2230808.65,1377502.131,15.8,7.2,2,21.2,-5.42,0,0,0,0,0,0
2,16,437,1120000000000,16.405,47.38,6451145.706,1873336.077,14.5,4.9,2,40,0,2,0,0,0,0,2
2,21,1707,1163032400,15.734,227.165,2230546.744,1375756.944,14,7,2,20.05,-12.27,0,0,0,0,0,0
2,23,965,1120000000000,30.232,110.806,6451980.477,1872896.399,15.7,6.4,2,26.27,-10.11,3,0,0,0,0,2
2,29,1707,1163033200,8.695,235.155,2230541.536,1375765.856,14,7,2,16.59,-5.03,0,0,0,0,0,0
2,30,1707,1163033300,7.957,236.573,2230541.013,1375767.607,14,7,2,17.01,10.02,1,0,0,0,0,2
2,32,965,1120000000000,31.398,134.604,6451990.665,1872917.939,15.7,6.4,2,26.19,-3.47,3,0,0,0,0,2
2,35,965,1120000000000,31.797,142.436,6451994.014,1872925.03,15.7,6.4,2,26.14,0.14,3,0,0,0,0,1
2,38,437,1120000000000,16.647,131.099,6451202.167,1873273.882,14.5,4.9,2,34.99,-0.2,2,0,13,0,0,0
2,41,437,1120000000000,16.796,141.578,6451209.191,1873266.113,14.5,4.9,2,35.49,5.55,2,0,13,0,0,1
2,47,1707,1163035000,5.705,272.603,2230541.802,1375803.828,14,7,2,27.17,11.44,1,0,15,0,0,0
2,47,965,1120000000000,33.388,173.768,6452007.442,1872953.386,15.7,6.4,2,26.17,0.37,3,0,9,0,0,2
2,52,1707,1163035500,5.771,288.137,2230543.188,1375819.264,14,7,2,35.29,11.38,1,0,15,0,0,0
2,54,965,1120000000000,34.396,191.11,6452014.975,1872968.999,15.7,6.4,2,22.5,-2.85,3,0,9,0,0,2
2,56,437,1120000000000,14.428,199.414,6451250.788,1873225.539,14.5,4.9,2,39.68,3.76,2,0,13,0,0,0
2,68,1707,1163037100,6.942,343.1,2230548.975,1375874.052,14,7,2,37.38,7.44,1,0,13,0,0,0
2,77,437,1120000000000,16.777,285.172,6451310.284,1873162.893,14.5,4.9,2,44.13,-3.5,2,0,13,0,0,2
2,82,1707,1163038500,6.052,398.257,2230552.726,1375929.049,14,7,2,38.31,0,1,0,13,0,0,0
2,84,1707,1163038700,6.104,405.918,2230553.422,1375936.68,14,7,2,38.27,-0.22,1,0,13,0,0,1
2,85,437,1120000000000,16.139,320.748,6451336.296,1873138.64,14.5,4.9,2,45.01,-0.03,2,0,13,0,0,2
2,95,437,1120000000000,16.374,365.347,6451368.727,1873107.443,14.5,4.9,2,45.06,1.56,2,0,13,0,0,1
2,102,687,1120000000000,37.832,113.343,6451150.612,1873298.556,17,6.4,2,34.09,7.13,4,0,0,0,0,2
2,109,1707,1163041200,3.127,497.821,2230558.176,1376028.467,14,7,2,31.67,4.75,1,0,13,0,0,0
2,111,965,1120000000000,37.899,271.418,6452049.389,1873039.835,15.7,6.4,2,9.71,8.82,3,0,9,0,0,2
2,112,1707,1163041500,2.808,507.355,2230558.669,1376038.104,14,7,2,30.14,-10.02,1,0,13,0,0,0
2,115,687,1120000000000,38.155,158.171,6451181.179,1873264.866,17,6.4,2,35,0,4,0,0,0,0,2
2,118,687,1120000000000,38.282,168.689,6451188.237,1873257.092,17,6.4,2,34.92,-1.86,4,0,0,0,0,1
2,118,437,1120000000000,18.642,468.862,6451443.284,1873035.649,14.5,4.9,2,40.72,-4.34,2,0,13,0,0,0
2,119,437,1120000000000,18.632,472.879,6451446.253,1873032.926,14.5,4.9,2,40.49,0.29,2,0,13,0,0,1
2,121,965,1120000000000,38.134,282.571,6452054.314,1873049.836,15.7,6.4,2,8.01,-2.72,3,0,9,0,0,2
2,122,1707,1163042500,5.599,534.178,2230563.677,1376064.549,14,7,2,26.59,0.12,1,0,13,0,0,0
2,124,437,1120000000000,17.723,493.186,6451461.892,1873019.749,14.5,4.9,2,40.38,-0.46,2,0,13,0,0,2
2,126,687,1120000000000,38.593,194.199,6451205.376,1873238.211,17,6.4,2,29.69,-4.51,4,0,15,0,0,2
2,126,1707,1163042900,6.926,544.732,2230565.852,1376074.96,14,7,2,26.59,0,1,0,13,0,0,0
2,128,1707,1163043100,7.59,550.009,2230566.94,1376080.166,14,7,2,26.59,0,1,0,13,0,0,1
2,128,965,1120000000000,38.226,288.052,6452056.716,1873054.768,15.7,6.4,2,7.76,-1.29,3,0,9,0,0,2
2,132,437,1120000000000,17.217,523.642,6451485.02,1872999.744,14.5,4.9,2,34.85,0.67,2,0,13,0,0,0
2,133,965,1120000000000,38.287,291.63,6452058.283,1873057.984,15.7,6.4,2,6.71,-0.25,3,0,9,0,0,2
2,135,1707,1163043800,9.638,567.748,2230570.43,1376097.737,14,7,2,21.66,-12.27,1,0,13,0,0,0
2,139,687,1120000000000,39.072,229.207,6451229.548,1873212.09,17,6.4,2,25.26,0,4,0,9,0,0,2
2,139,437,1120000000000,18.119,548.11,6451502.683,1872982.738,14.5,4.9,2,35.07,1.46,2,0,13,0,0,0
2,140,1707,1163044300,10.035,577.793,2230571.632,1376107.594,14,7,2,20.08,-0.86,1,0,13,0,0,0
2,141,1707,1163044400,10.095,579.804,2230571.87,1376109.562,14,7,2,20,-1.56,1,0,13,0,0,1
2,145,965,1120000000000,38.436,300.538,6452062.194,1873066.013,15.7,6.4,2,6.82,-10.7,3,0,9,0,0,2
2,146,965,1120000000000,38.446,301.154,6452062.461,1873066.561,15.7,6.4,2,5.9,-8.51,3,0,9,0,0,1
2,149,1707,1163045200,10.556,595.659,2230573.764,1376125.31,14,7,2,19.82,-1.31,2,0,21,0,0,0
2,149,437,1120000000000,18.455,583.674,6451528.968,1872958.78,14.5,4.9,2,35.28,-3.06,2,0,13,0,0,1
2,150,687,1120000000000,38.978,256.991,6451248.827,1873192.08,17,6.4,2,25.26,0.14,4,0,9,0,0,2
2,154,687,1120000000000,39.016,266.758,6451255.827,1873184.71,17,6.4,2,21.87,-11.2,4,0,9,0,0,1
2,157,965,1120000000000,38.531,306.193,6452064.652,1873071.061,15.7,6.4,2,3.76,1.33,3,0,9,0,0,0
2,158,1707,1163046100,11.139,613.686,2230576.08,1376142.973,14,7,2,19.8,0.53,2,0,21,0,0,0
2,162,687,1120000000000,40.313,286.345,6451269.78,1873169.308,17,6.4,2,24.78,-10.82,4,0,9,0,0,2
2,163,1707,1163046600,11.639,622.126,2230577.549,1376151.654,14,7,2,9.94,-11.34,2,0,21,0,0,0
2,167,687,1120000000000,40.876,297.06,6451277.05,1873161.499,17,6.4,2,19.75,1.25,4,0,9,0,0,2
2,169,437,1120000000000,17.508,660.485,6451587.151,1872908.355,14.5,4.9,2,40.08,1.69,2,0,13,0,0,0
2,171,1707,1163047400,11.625,623.624,2230577.664,1376152.792,14,7,2,0.1,0,2,0,21,0,0,1
2,175,965,1120000000000,38.625,311.8,6452067.115,1873076.116,15.7,6.4,2,1.35,3.12,3,0,9,0,0,2
2,176,1707,1163047900,11.657,623.658,2230577.7,1376152.822,14,7,2,0.09,0,2,0,21,0,0,0
2,178,437,1120000000000,17.269,698.481,6451615.864,1872883.465,14.5,4.9,2,44.9,2.07,2,0,13,0,0,1
2,179,965,1120000000000,38.636,312.475,6452067.408,1873076.717,15.7,6.4,2,1.67,0,3,0,9,0,0,2
2,179,437,1120000000000,17.241,702.998,6451619.265,1872880.517,14.5,4.9,2,45.03,-0.08,2,0,13,0,0,0
2,179,687,1120000000000,41.949,323.04,6451295.01,1873142.648,17,6.4,2,23.73,-3.69,4,0,9,0,0,2
2,180,965,1120000000000,38.639,312.641,6452067.487,1873076.879,15.7,6.4,2,1.66,0,3,0,9,0,0,0
2,180,1707,1163048300,11.683,623.685,2230577.729,1376152.846,14,7,2,0.09,0,2,0,21,0,0,0
2,184,965,1120000000000,38.651,313.324,6452067.785,1873077.491,15.7,6.4,2,1.62,-1.52,3,0,9,0,0,2
2,185,437,1120000000000,17.071,730,6451639.667,1872862.832,14.5,4.9,2,45,0,2,0,13,0,0,0
2,186,437,1120000000000,17.042,734.5,6451643.067,1872859.885,14.5,4.9,2,45,0,2,0,13,0,0,1
2,187,1707,1163049000,11.728,623.733,2230577.779,1376152.888,14,7,2,0.09,0,2,0,21,0,0,1
2,191,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,2
2,192,1707,1163049500,11.761,623.765,2230577.815,1376152.917,14,7,2,0.1,0,2,0,21,0,0,0
2,195,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,2
2,196,687,1120000000000,41.425,361.793,6451323.238,1873116.095,17,6.4,2,22.5,0,4,0,9,0,0,2
2,200,687,1120000000000,41.404,370.791,6451329.724,1873109.855,17,6.4,2,22.52,0.37,4,0,9,0,0,1
2,202,437,1120000000000,14.472,809.969,6451701.436,1872812.022,14.5,4.9,2,52,-4.34,2,0,13,0,0,0
2,214,687,1120000000000,41.233,393.215,6451346.796,1873093.849,17,6.4,2,13.5,0,4,0,9,0,0,2
2,215,437,1120000000000,11.328,874.193,6451751.763,1872771.939,14.5,4.9,2,50.96,-1.95,1,0,10,0,0,0
2,222,687,1120000000000,41.198,404.018,6451354.764,1873086.554,17,6.4,2,13.5,0,4,0,9,0,0,2
2,223,687,1120000000000,41.193,405.369,6451355.76,1873085.642,17,6.4,2,13.5,0,4,0,9,0,0,1
2,224,687,1120000000000,41.189,406.719,6451356.756,1873084.73,17,6.4,2,13.5,0,4,0,9,0,0,1
2,225,437,1120000000000,11.63,924.255,6451789.247,1872738.688,14.5,4.9,2,50,0,1,0,10,0,0,0
2,226,687,1120000000000,41.18,409.42,6451358.748,1873082.906,17,6.4,2,13.5,0,4,0,9,0,0,2
2,228,687,1120000000000,41.172,412.121,6451360.74,1873081.082,17,6.4,2,13.5,0,4,0,9,0,0,1
2,229,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,0
2,232,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,1
2,233,437,1120000000000,11.772,964.811,6451819.756,1872711.979,14.5,4.9,2,53.01,5.07,1,0,10,0,0,0
2,234,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,2
2,236,437,1120000000000,11.166,980.806,6451832.258,1872701.915,14.5,4.9,2,53.25,1.34,1,0,10,0,0,0
2,238,1707,1163054100,12.059,624.073,2230578.146,1376153.19,14,7,2,0.1,0,2,0,24,0,0,2
2,240,634,1120000000000,38.748,103.468,6451139.675,1873309.359,20,7.4,2,17.5,2.98,4,0,0,0,0,2
2,244,437,1120000000000,10.741,1026.104,6451866.644,1872672.545,14.5,4.9,2,57.51,-3.51,1,0,10,0,0,0
2,246,1707,1163054900,12.111,624.126,2230578.203,1376153.237,14,7,2,0.09,0,2,0,24,0,0,2
2,247,687,1120000000000,41.223,429.627,6451373.565,1873069.193,17,6.4,2,9.17,7.79,4,0,9,0,0,2
2,247,634,1120000000000,38.678,116.877,6451148.667,1873299.455,20,7.4,2,20.02,-0.24,4,0,0,0,0,1
2,252,1707,1163055500,12.15,624.166,2230578.246,1376153.272,14,7,2,0.09,0,2,0,24,0,0,0
2,255,634,1120000000000,38.597,132.542,6451159.421,1873287.608,20,7.4,2,18.21,-0.03,4,0,10,0,0,2
2,255,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,0
2,256,437,1120000000000,10.848,1095.202,6451918.716,1872627.042,14.5,4.9,2,57.74,-4.13,1,0,10,0,0,0
2,258,437,1120000000000,10.907,1106.662,6451927.314,1872619.474,14.5,4.9,2,56.24,-9.29,1,0,10,0,0,1
2,262,1707,1163056500,12.215,624.233,2230578.318,1376153.331,14,7,2,0.1,0,2,0,24,0,0,2
2,263,1707,1163056600,12.221,624.239,2230578.325,1376153.337,14,7,2,0.09,0,2,0,24,0,0,1
2,264,634,1120000000000,38.816,150.206,6451171.52,1873274.28,20,7.4,2,20,0,4,0,10,0,0,2
2,265,1707,1163056800,12.234,624.253,2230578.339,1376153.349,14,7,2,0.1,0,2,0,24,0,0,0
2,266,1707,1163056900,12.241,624.259,2230578.346,1376153.354,14,7,2,0.09,0,2,0,24,0,0,1
2,274,634,1120000000000,39.1,169.494,6451184.455,1873259.957,20,7.4,2,17.01,-8.99,4,0,10,0,0,2
2,277,1707,1163058000,12.312,624.332,2230578.425,1376153.419,14,7,2,0.09,0,2,0,24,0,0,0
2,278,1707,1163058100,12.318,624.339,2230578.432,1376153.425,14,7,2,0.09,0,2,12,24,0,0,1
2,279,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,2
2,281,437,1120000000000,8.114,1225.482,6452018.597,1872543.416,14.5,4.9,2,47.74,-5.23,1,0,10,0,0,0
2,283,634,1120000000000,39.68,183.485,6451193.553,1873249.325,20,7.4,2,15.49,0,4,0,10,0,0,2
2,283,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,0
2,285,634,1120000000000,39.819,186.583,6451195.562,1873246.962,20,7.4,2,15.49,0,4,0,10,0,0,2
2,286,687,1120000000000,41.592,475.2,6451406.835,1873038.03,17,6.4,2,17.62,7.31,4,0,9,0,0,1
2,287,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,0
2,288,437,1120000000000,6.993,1258.442,6452044.125,1872522.538,14.5,4.9,2,47.04,0.05,1,0,10,0,0,0
2,288,634,1120000000000,40.025,191.231,6451198.577,1873243.418,20,7.4,2,15.49,0,4,0,10,0,0,2
2,289,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,0,9,0,0,0
2,290,634,1120000000000,40.163,194.329,6451200.586,1873241.056,20,7.4,2,15.49,0.02,4,0,10,0,0,2
2,294,687,1120000000000,41.102,489.84,6451417.938,1873028.464,17,6.4,2,18.27,-0.02,4,0,9,0,0,1
2,295,634,1120000000000,40.528,202.071,6451205.604,1873235.126,20,7.4,2,14.36,-9.76,4,0,10,0,0,1
2,301,437,1120000000000,6.263,1315.753,6452087.732,1872485.334,14.5,4.9,2,41.19,3.1,1,0,10,0,0,0
2,304,1707,1163060700,12.487,624.51,2230578.619,1376153.576,14,7,2,0.09,0,2,0,24,0,0,2
2,309,634,1120000000000,40.407,217.522,6451216.697,1873223.588,20,7.4,2,11.13,0,4,0,10,0,0,2
2,310,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,47,9,0,0,0
2,311,687,1120000000000,38.905,523.904,6451444.469,1873007.001,17,6.4,2,21.72,-8.16,4,0,9,0,0,2
2,312,1707,1163061500,12.538,624.562,2230578.676,1376153.623,14,7,2,0.08,0,2,0,36,0,0,0
2,314,634,1120000000000,40.366,223.088,6451220.575,1873219.595,20,7.4,2,11.13,0,4,0,10,0,0,2
2,318,687,1120000000000,37.489,539.123,6451457.154,1872997.469,17,6.4,2,22.59,0,4,0,9,0,0,1
2,319,1707,1163062200,12.584,624.608,2230578.726,1376153.663,14,7,2,0.09,0,2,0,36,0,0,0
2,319,965,1120000000000,38.656,313.641,6452067.925,1873077.778,15.7,6.4,2,0,0,3,47,9,0,0,2
